station_id,name,physical_configuration,lat,lon,altitude,address,cross_street,post_code,capacity,is_charging_station,short_name,nearby_distance,x_ride_code_support,rental_uris,is_valet_station,last_updated,ttl,V1
254,"RAMBLA DE L'ONZE DE SETEMBRE, 69",ELECTRICBIKESTATION,41.4299999,2.190246,26,"RAMBLA DE L'ONZE DE SETEMBRE, 69",09-SantAndreu/60-Sant Andreu,8030,26,TRUE,254,1000,TRUE,NA,NA,1735686001,0,NA
255,"C/ IRLANDA, 34",ELECTRICBIKESTATION,41.4315,2.18579,30,"C/ IRLANDA, 34",09-SantAndreu/60-Sant Andreu,8030,15,TRUE,255,1000,TRUE,NA,NA,1735686001,0,NA
256,"C/ MALATS, 28-30",ELECTRICBIKESTATION,41.4361251,2.1894423,25,"C/ MALATS, 28-30",09-SantAndreu/60-Sant Andreu,8030,32,TRUE,256,1000,TRUE,NA,NA,1735686001,0,NA
257,"C/ SANT ADRIÀ, 2-8",ELECTRICBIKESTATION,41.433934,2.1896502,27,"C/ SANT ADRIÀ, 2-8",09-SantAndreu/60-Sant Andreu,8030,24,TRUE,257,1000,TRUE,NA,NA,1735686001,0,NA
258,"C/ FERNANDO PESSOA, 45",ELECTRICBIKESTATION,41.4425034,2.1929677,23,"C/ FERNANDO PESSOA, 45",09-SantAndreu/60-Sant Andreu,8030,27,TRUE,258,1000,TRUE,NA,NA,1735686001,0,NA
259,"C/ DE BARTRINA, 14",ELECTRICBIKESTATION,41.4391174,2.1858025,34,"C/ DE BARTRINA, 14",09-SantAndreu/60-Sant Andreu,8030,24,TRUE,259,1000,TRUE,NA,NA,1735686001,0,NA
260,"CARRER DEL CINCA, 7",ELECTRICBIKESTATION,41.4356895,2.1920873,22,"CARRER DEL CINCA, 7",09-SantAndreu/60-Sant Andreu,8030,27,TRUE,260,1000,TRUE,NA,NA,1735686001,0,NA
261,"C/ VILLARROEL, 39",ELECTRICBIKESTATION,41.3821314,2.1606534,17,"C/ VILLARROEL, 39",02-Eixample/10-Sant Antoni,8011,32,TRUE,261,1000,TRUE,NA,NA,1735686001,0,NA
262,"C/ ENTENÇA, 70",ELECTRICBIKESTATION,41.37909547,2.151621008,21,"C/ ENTENÇA, 70",02-Eixample/09-la Nova Esquerra de l'Eixample,8015,24,TRUE,262,1000,TRUE,NA,NA,1735686001,0,NA
263,"PG. TORRAS I BAGES, 29",ELECTRICBIKESTATION,41.4378773,2.1910691,23,"PG. TORRAS I BAGES, 29",09-SantAndreu/60-Sant Andreu,8030,20,TRUE,263,1000,TRUE,NA,NA,1735686001,0,NA
264,"SEPHORA-C/REPÚBLICA DOMINICANA, 25",ELECTRICBIKESTATION,41.439929,2.1970692,20,"SEPHORA-C/REPÚBLICA DOMINICANA, 25",09-SantAndreu/59-el Bon Pastor,8030,33,TRUE,264,1000,TRUE,NA,NA,1735686001,0,NA
265,"C/ CASANOVA, 55",ELECTRICBIKESTATION,41.3847738,2.1592566,23,"C/ CASANOVA, 55",02-Eixample/08-l'Antiga Esquerra de l'Eixample,8011,27,TRUE,265,1000,TRUE,NA,NA,1735686001,0,NA
266,"C/ CONCEPCIÓ ARENAL, 176",ELECTRICBIKESTATION,41.4268952,2.1842572,37,"C/ CONCEPCIÓ ARENAL, 176",09-SantAndreu/61-la Sagrera,8027,26,TRUE,266,1000,TRUE,NA,NA,1735686001,0,NA
267,"PG. TORRAS I BAGES, 129",ELECTRICBIKESTATION,41.4433647,2.1906302,29,"PG. TORRAS I BAGES, 129",09-SantAndreu/60-Sant Andreu,8030,24,TRUE,267,1000,TRUE,NA,NA,1735686001,0,NA
268,"C/ FERNANDO PESSOA, 72",ELECTRICBIKESTATION,41.4457195,2.1929816,26,"C/ FERNANDO PESSOA, 72",09-SantAndreu/60-Sant Andreu,8030,27,TRUE,268,1000,TRUE,NA,NA,1735686001,0,NA
269,"VIA BARCINO, 121",ELECTRICBIKESTATION,41.448152,2.19294,26,"VIA BARCINO, 121",09-SantAndreu/57-la Trinitat Vella,8033,20,TRUE,269,1000,TRUE,NA,NA,1735686001,0,NA
270,"CRTA. DE RIBES, 77 (TRINITAT VELLA)",ELECTRICBIKESTATION,41.4486328,2.1898372,35,"270 - CRTA. DE RIBES, 77 (TRINITAT VELLA)",09-SantAndreu/57-la Trinitat Vella,8033,27,TRUE,270,1000,TRUE,NA,NA,1735686001,0,NA
271,"VIA BARCINO, 69",ELECTRICBIKESTATION,41.4519872,2.1935229,NA,"VIA BARCINO, 69",09-SantAndreu/57-la Trinitat Vella,8033,15,TRUE,271,1000,TRUE,NA,NA,1735686001,0,NA
272,"C/ CONCEPCIÓ ARENAL, 281",ELECTRICBIKESTATION,41.4325013,2.1842021,32,"C/ CONCEPCIÓ ARENAL, 281",09-SantAndreu/60-Sant Andreu,8033,27,TRUE,272,1000,TRUE,NA,NA,1735686001,0,NA
273,"AV. MERIDIANA, 404",ELECTRICBIKESTATION,41.4304126,2.1834174,38,"AV. MERIDIANA, 404",09-SantAndreu/60-Sant Andreu,8030,36,TRUE,273,1000,TRUE,NA,NA,1735686001,0,NA
274,"RAMBLA FABRA I PUIG, 67",ELECTRICBIKESTATION,41.4299201,2.1849813,33,"RAMBLA FABRA I PUIG, 67",09-SantAndreu/60-Sant Andreu,8030,32,TRUE,274,1000,TRUE,NA,NA,1735686001,0,NA
275,"AV. RIO DE JANEIRO, 3",ELECTRICBIKESTATION,41.43068,2.1821802,38,"AV. RIO DE JANEIRO, 3",08-NouBarris/45-Porta,8016,32,TRUE,275,1000,TRUE,NA,NA,1735686001,0,NA
276,PLAÇA ALFONS X EL SAVI / RONDA DEL GUIN,ELECTRICBIKESTATION,41.4121345,2.1652216,88,PLAÇA ALFONS X EL SAVI / RONDA DEL GUINARDO,07-Horta-Guinardó/33-el Baix Guinardó,8024,27,TRUE,276,1000,TRUE,NA,NA,1735686001,0,NA
277,"TRAVESSERA DE GRÀCIA, 328",ELECTRICBIKESTATION,41.4082107,2.1689962,60,"TRAVESSERA DE GRÀCIA, 328",07-Horta-Guinardó/33-el Baix Guinardó,8025,27,TRUE,277,1000,TRUE,NA,NA,1735686001,0,NA
278,"TRAVESSERA DE GRÀCIA, 368",ELECTRICBIKESTATION,41.4098842,2.1715285,59,"TRAVESSERA DE GRÀCIA, 368",07-Horta-Guinardó/33-el Baix Guinardó,8025,27,TRUE,278,1000,TRUE,NA,NA,1735686001,0,NA
279,"C/ MAS CASANOVAS, 137",ELECTRICBIKESTATION,41.4158995,2.1745567,75,"C/ MAS CASANOVAS, 137",07-Horta-Guinardó/35-el Guinardó,8041,27,TRUE,279,1000,TRUE,NA,NA,1735686001,0,NA
280,"C/ SANT ANTONI Mª CLARET, 290-296",ELECTRICBIKESTATION,41.4138664,2.1777274,49,"C/ SANT ANTONI Mª CLARET, 290-296",07-Horta-Guinardó/35-el Guinardó,8041,27,TRUE,280,1000,TRUE,NA,NA,1735686001,0,NA
281,"C/ D'ESCORNALBOU, 51",ELECTRICBIKESTATION,41.4180789,2.1763994,74,"C/ D'ESCORNALBOU, 51",07-Horta-Guinardó/35-el Guinardó,8041,24,TRUE,281,1000,TRUE,NA,NA,1735686001,0,NA
282,"PG. FONT D´EN- FARGAS, 1",ELECTRICBIKESTATION,41.4275514,2.1659881,75,"PG. FONT D´EN- FARGAS, 1",07-Horta-Guinardó/36-la Font d'en Fargues,8031,27,TRUE,282,1000,TRUE,NA,NA,1735686001,0,NA
283,"C/ FULTON, 1",ELECTRICBIKESTATION,41.4297231,2.1617032,76,"C/ FULTON, 1",07-Horta-Guinardó/43-Horta,8032,20,TRUE,283,1000,TRUE,NA,NA,1735686001,0,NA
284,"AV. DIAGONAL, 652",ELECTRICBIKESTATION,41.389462,2.1314948,63,"AV. DIAGONAL, 652",04-LesCorts/19-les Corts,8034,27,TRUE,284,1000,TRUE,NA,NA,1735686001,0,NA
285,"C/ MALATS, 98-100",ELECTRICBIKESTATION,41.4366708,2.186105,35,"C/ MALATS, 98-100",09-SantAndreu/60-Sant Andreu,8030,16,TRUE,285,1000,TRUE,NA,NA,1735686001,0,NA
286,"C/ BOLÍVIA, 76",ELECTRICBIKESTATION,41.4030225,2.1913538,7,"C/ BOLÍVIA, 76",10-SantMartí/66-el Parc i la Llacuna del Poblenou,8018,18,TRUE,286,1000,TRUE,NA,NA,1735686001,0,NA
287,"SEPHORA-GRAN VIA DE LES CORTS CATALANES, 632",ELECTRICBIKESTATION,41.3890626,2.1679313,22,"SEPHORA-GRAN VIA DE LES CORTS CATALANES, 632",02-Eixample/07-la Dreta de l'Eixample,8007,16,TRUE,287,1000,TRUE,NA,NA,1735686001,0,NA
288,PL. VIRREI AMAT,ELECTRICBIKESTATION,41.4296439,2.174444,55,PL. VIRREI AMAT,08-NouBarris/44-Vilapicina i la Torre Llobeta,8016,32,TRUE,288,1000,TRUE,NA,NA,1735686001,0,NA
289,"C/ MÚRCIA, 64",ELECTRICBIKESTATION,41.4166982,2.1909952,17,"C/ MÚRCIA, 64",09-SantAndreu/63-Navas,8027,27,TRUE,289,1000,TRUE,NA,NA,1735686001,0,NA
290,"PL. DELS JARDINS D'ALFÀBIA, 1",ELECTRICBIKESTATION,41.4373376,2.1740962,66,"PL. DELS JARDINS D'ALFÀBIA, 1",08-NouBarris/45-Porta,8016,17,TRUE,290,1000,TRUE,NA,NA,1735686001,0,NA
291,"C/ CUBELLES, 2",ELECTRICBIKESTATION,41.426078,2.1751572,57,"C/ CUBELLES, 2",08-NouBarris/44-Vilapicina i la Torre Llobeta,8031,27,TRUE,291,1000,TRUE,NA,NA,1735686001,0,NA
292,"C/ AMILCAR, 1",ELECTRICBIKESTATION,41.4300161,2.1720191,61,"C/ AMILCAR, 1",08-NouBarris/44-Vilapicina i la Torre Llobeta,8031,12,TRUE,292,1000,TRUE,NA,NA,1735686001,0,NA
293,"C/ GRANOLLERS, 1",ELECTRICBIKESTATION,41.4283127,2.1629889,78,"C/ GRANOLLERS, 1",07-Horta-Guinardó/43-Horta,8032,24,TRUE,293,1000,TRUE,NA,NA,1735686001,0,NA
294,SEU DEL DISTRICTE (NOU BARRIS),ELECTRICBIKESTATION,41.4363473,2.1706752,72,SEU DEL DISTRICTE (NOU BARRIS),08-NouBarris/48-la Guineueta,8042,24,TRUE,294,1000,TRUE,NA,NA,1735686001,0,NA
295,"C/ SANT ISCLE, 60",ELECTRICBIKESTATION,41.433384,2.1716309,61,"C/ SANT ISCLE, 60",08-NouBarris/46-el Turó de la Peira,8031,27,TRUE,295,1000,TRUE,NA,NA,1735686001,0,NA
296,"C/ DE ROSSELLÓ I PORCEL, 1 | AV. MERIDIANA",ELECTRICBIKESTATION,41.4364887,2.1841014,41,"C/ DE ROSSELLÓ I PORCEL, 1 | AV. MERIDIANA",08-NouBarris/45-Porta,8016,33,TRUE,296,1000,TRUE,NA,NA,1735686001,0,NA
297,"C/ TURÓ BLAU, 1-3",ELECTRICBIKESTATION,41.4388223,2.1767828,62,"C/ TURÓ BLAU, 1-3",08-NouBarris/52-la Prosperitat,8016,24,TRUE,297,1000,TRUE,NA,NA,1735686001,0,NA
298,"C/ ANDREU NIN, 22",ELECTRICBIKESTATION,41.4347233,2.1817718,41,"C/ ANDREU NIN, 22",08-NouBarris/45-Porta,8016,32,TRUE,298,1000,TRUE,NA,NA,1735686001,0,NA
299,"C/ DE L'ESCULTOR ORDÓÑEZ, 55",ELECTRICBIKESTATION,41.4340849,2.1748267,53,"C/ DE L'ESCULTOR ORDÓÑEZ, 55",08-NouBarris/45-Porta,8016,27,TRUE,299,1000,TRUE,NA,NA,1735686001,0,NA
300,"C/ DE MALADETA, 1",ELECTRICBIKESTATION,41.4315843,2.1769107,44,"C/ DE MALADETA, 1",08-NouBarris/45-Porta,8016,18,TRUE,300,1000,TRUE,NA,NA,1735686001,0,NA
301,"C/ MARIE CURIE, 8-14",ELECTRICBIKESTATION,41.4366871,2.1693134,73,"C/ MARIE CURIE, 8-14",08-NouBarris/48-la Guineueta,8042,27,TRUE,301,1000,TRUE,NA,NA,1735686001,0,NA
302,"SEIDOR-C/ CAVALLERS, 41",ELECTRICBIKESTATION,41.3906352,2.111541,111,"C/ CAVALLERS, 41",04-LesCorts/21-Pedralbes,8034,32,TRUE,302,1000,TRUE,NA,NA,1735686001,0,NA
303,"C/ CAVALLERS, 67",ELECTRICBIKESTATION,41.3934324,2.115107,101,"C/ CAVALLERS, 67",04-LesCorts/21-Pedralbes,8034,27,TRUE,303,1000,TRUE,NA,NA,1735686001,0,NA
304,"PG. MANUEL GIRONA, 7",ELECTRICBIKESTATION,41.39038,2.121,78,"PG. MANUEL GIRONA, 7",04-LesCorts/23-Sarrià,8034,27,TRUE,304,1000,TRUE,NA,NA,1735686001,0,NA
305,"AV. DIAGONAL, 680",ELECTRICBIKESTATION,41.3875297,2.1237141,65,"AV. DIAGONAL, 680",04-LesCorts/21-Pedralbes,8034,27,TRUE,305,1000,TRUE,NA,NA,1735686001,0,NA
306,"C/ DOCTOR SALVADOR CARDENAL, 1-5",ELECTRICBIKESTATION,41.3853868,2.122893,60,"C/ DOCTOR SALVADOR CARDENAL, 1-5",04-LesCorts/20-la Maternitat i Sant Ramon,8028,31,TRUE,306,1000,TRUE,NA,NA,1735686001,0,NA
307,C/ PINTOR RIBALTA | AV. XILE,ELECTRICBIKESTATION,41.3791986,2.1135824,60,C/ PINTOR RIBALTA | AV. XILE,04-LesCorts/20-la Maternitat i Sant Ramon,8028,32,TRUE,307,1000,TRUE,NA,NA,1735686001,0,NA
308,"C/ CARDENAL REIG, 11",ELECTRICBIKESTATION,41.37684,2.114029,54,"C/ CARDENAL REIG, 11",04-LesCorts/20-la Maternitat i Sant Ramon,8028,27,TRUE,308,1000,TRUE,NA,NA,1735686001,0,NA
309,"C/ SANT RAMON NONAT,  26",ELECTRICBIKESTATION,41.3770199,2.1169828,50,"C/ SANT RAMON NONAT,  26",04-LesCorts/20-la Maternitat i Sant Ramon,8028,22,TRUE,309,1000,TRUE,NA,NA,1735686001,0,NA
310,C/ JOSEP SAMITIER | AV. JOAN XXIII,ELECTRICBIKESTATION,41.3812111,2.1190863,46,C/ JOSEP SAMITIER | AV. JOAN XXIII,04-LesCorts/20-la Maternitat i Sant Ramon,8028,27,TRUE,310,1000,TRUE,NA,NA,1735686001,0,NA
311,"C/ GALLEGO, 2",ELECTRICBIKESTATION,41.3785631,2.1202487,43,"C/ GALLEGO, 2",04-LesCorts/20-la Maternitat i Sant Ramon,8028,24,TRUE,311,1000,TRUE,NA,NA,1735686001,0,NA
312,"C/ ARIZALA, 77",ELECTRICBIKESTATION,41.3789061,2.1233038,40,"C/ ARIZALA, 77",04-LesCorts/20-la Maternitat i Sant Ramon,8028,36,TRUE,312,1000,TRUE,NA,NA,1735686001,0,NA
313,"C/ FELIU DE CASANOVA, 1",ELECTRICBIKESTATION,41.3754188,2.1297823,28,"C/ FELIU DE CASANOVA, 1",03-Sants-Montjuïc/17-Sants - Badal,8028,29,TRUE,313,1000,TRUE,NA,NA,1735686001,0,NA
314,"RAMBLA DEL BRASIL, 44",ELECTRICBIKESTATION,41.3783067,2.1297303,35,"RAMBLA DEL BRASIL, 44",03-Sants-Montjuïc/18-Sants,8028,24,TRUE,314,1000,TRUE,NA,NA,1735686001,0,NA
315,"C/ DEL GUINARDÓ, 32-38",ELECTRICBIKESTATION,41.4156285,2.1817876,38,"C/ DEL GUINARDÓ, 32-38",10-SantMartí/64-el Camp de l'Arpa del Clot,8041,27,TRUE,315,1000,TRUE,NA,NA,1735686001,0,NA
316,"C/ CANTÀBRIA, 55",ELECTRICBIKESTATION,41.4224015,2.198071,9,"C/ CANTÀBRIA, 55",10-SantMartí/73-la Verneda i la Pau,8020,26,TRUE,316,1000,TRUE,NA,NA,1735686001,0,NA
317,"RAMBLA DE PRIM, 256",ELECTRICBIKESTATION,41.4256626,2.2008632,11,"RAMBLA DE PRIM, 256",10-SantMartí/73-la Verneda i la Pau,8020,27,TRUE,317,1000,TRUE,NA,NA,1735686001,0,NA
318,"C/ CASTILLEJOS, 388",ELECTRICBIKESTATION,41.412427,2.170592,77,"C/ CASTILLEJOS, 388",07-Horta-Guinardó/33-el Baix Guinardó,8025,32,TRUE,318,1000,TRUE,NA,NA,1735686001,0,NA
319,"C/ SAGUÉS, 1",ELECTRICBIKESTATION,41.3937414,2.1455022,51,"C/ SAGUÉS, 1",05-Sarrià-StGervasi/26-Sant Gervasi - Galvany,8021,31,TRUE,319,1000,TRUE,NA,NA,1735686001,0,NA
320,"C/ MADRAZO, 39",ELECTRICBIKESTATION,41.400305,2.149144,67,"C/ MADRAZO, 39",05-Sarrià-StGervasi/26-Sant Gervasi - Galvany,8006,27,TRUE,320,1000,TRUE,NA,NA,1735686001,0,NA
321,"C/ SANT HERMENEGILD, 30",ELECTRICBIKESTATION,41.4031529,2.1445843,79,"C/ SANT HERMENEGILD, 30",05-Sarrià-StGervasi/27-el Putxet i el Farró,8006,27,TRUE,321,1000,TRUE,NA,NA,1735686001,0,NA
322,"C/ SANTALÓ, 165",ELECTRICBIKESTATION,41.4009,2.13892,106,"C/ SANTALÓ, 165",05-Sarrià-StGervasi/26-Sant Gervasi - Galvany,8021,24,TRUE,322,1000,TRUE,NA,NA,1735686001,0,NA
323,"C/ VALLMAJOR, 13",ELECTRICBIKESTATION,41.3981616,2.1386719,88,"C/ VALLMAJOR, 13",05-Sarrià-StGervasi/26-Sant Gervasi - Galvany,8021,26,TRUE,323,1000,TRUE,NA,NA,1735686001,0,NA
324,"C/ REINA VICTORIA, 31",ELECTRICBIKESTATION,41.3969455,2.136346,80,"C/ REINA VICTORIA, 31",05-Sarrià-StGervasi/26-Sant Gervasi - Galvany,8021,27,TRUE,324,1000,TRUE,NA,NA,1735686001,0,NA
325,"C/ ALT DE GIRONELLA, 13",ELECTRICBIKESTATION,41.3949601,2.1302775,82,"C/ ALT DE GIRONELLA, 13",05-Sarrià-StGervasi/24-les Tres Torres,8017,22,TRUE,325,1000,TRUE,NA,NA,1735686001,0,NA
326,"C/ BALMES, 409",ELECTRICBIKESTATION,41.4074131,2.1381069,111,"C/ BALMES, 409",05-Sarrià-StGervasi/25-Sant Gervasi - la Bonanova,8022,32,TRUE,326,1000,TRUE,NA,NA,1735686001,0,NA
327,"C/ REUS, 23",ELECTRICBIKESTATION,41.4050074,2.134603,114,"C/ REUS, 23",05-Sarrià-StGervasi/25-Sant Gervasi - la Bonanova,8022,24,TRUE,327,1000,TRUE,NA,NA,1735686001,0,NA
328,"C/ ARTESA DE SEGRE, 2",ELECTRICBIKESTATION,41.402988,2.1344691,106,"C/ ARTESA DE SEGRE, 2",05-Sarrià-StGervasi/25-Sant Gervasi - la Bonanova,8022,27,TRUE,328,1000,TRUE,NA,NA,1735686001,0,NA
329,"C/ DE LES ESCOLES PIES, 99",ELECTRICBIKESTATION,41.4029965,2.1283866,121,"C/ DE LES ESCOLES PIES, 99",05-Sarrià-StGervasi/24-les Tres Torres,8017,27,TRUE,329,1000,TRUE,NA,NA,1735686001,0,NA
330,"C/ PAU ALCOVER, 94",ELECTRICBIKESTATION,41.401883,2.131524,108,"C/ PAU ALCOVER, 94",05-Sarrià-StGervasi/24-les Tres Torres,8017,27,TRUE,330,1000,TRUE,NA,NA,1735686001,0,NA
331,"C/ CASTELLNOU, 65",ELECTRICBIKESTATION,41.3970497,2.1279409,95,"C/ CASTELLNOU, 65",05-Sarrià-StGervasi/24-les Tres Torres,8017,31,TRUE,331,1000,TRUE,NA,NA,1735686001,0,NA
332,"C/ DOCTOR ROUX, 86",ELECTRICBIKESTATION,41.3998981,2.1281922,104,"C/ DOCTOR ROUX, 86",05-Sarrià-StGervasi/24-les Tres Torres,8017,27,TRUE,332,1000,TRUE,NA,NA,1735686001,0,NA
333,"PASSATGE DE SENILLOSA, 3-5",ELECTRICBIKESTATION,41.3954723,2.1250451,94,"PASSATGE DE SENILLOSA, 3-5",05-Sarrià-StGervasi/23-Sarrià,8034,27,TRUE,333,1000,TRUE,NA,NA,1735686001,0,NA
334,"PG. BONANOVA, 100",ELECTRICBIKESTATION,41.400793,2.122889,117,"PG. BONANOVA, 100",05-Sarrià-StGervasi/24-les Tres Torres,8017,26,TRUE,334,1000,TRUE,NA,NA,1735686001,0,NA
335,"C/ SANTA AMÈLIA, 2",ELECTRICBIKESTATION,41.3935355,2.1231228,92,"C/ SANTA AMÈLIA, 2",05-Sarrià-StGervasi/23-Sarrià,8034,27,TRUE,335,1000,TRUE,NA,NA,1735686001,0,NA
336,"AV. JOSEP VICENÇ FOIX, 52",ELECTRICBIKESTATION,41.3948771,2.1205394,96,"AV. JOSEP VICENÇ FOIX, 52",05-Sarrià-StGervasi/23-Sarrià,8034,23,TRUE,336,1000,TRUE,NA,NA,1735686001,0,NA
337,"C/ CARME KARR, 12-14",ELECTRICBIKESTATION,41.3986238,2.1204941,117,"C/ CARME KARR, 12-14",05-Sarrià-StGervasi/23-Sarrià,8034,23,TRUE,337,1000,TRUE,NA,NA,1735686001,0,NA
338,"AV. JOSEP VICENÇ FOIX, 63",ELECTRICBIKESTATION,41.3977227,2.1194557,111,"AV. JOSEP VICENÇ FOIX, 63",05-Sarrià-StGervasi/23-Sarrià,8034,36,TRUE,338,1000,TRUE,NA,NA,1735686001,0,NA
339,"C/ RAMON TURRÓ, 246",ELECTRICBIKESTATION,41.4017084,2.2053803,2,"C/ RAMON TURRÓ, 246",10-SantMartí/68-el Poblenou,8005,27,TRUE,339,1000,TRUE,NA,NA,1735686001,0,NA
340,"C/ SANT ADRIÀ, 113",ELECTRICBIKESTATION,41.4361782,2.2047037,13,"C/ SANT ADRIÀ, 113",09-SantAndreu/59-el Bon Pastor,8030,24,TRUE,340,1000,TRUE,NA,NA,1735686001,0,NA
341,"PG. D'ENRIC SANCHIS, 33",ELECTRICBIKESTATION,41.4339212,2.2062245,11,"PG. D'ENRIC SANCHIS, 33",09-SantAndreu/59-el Bon Pastor,8030,27,TRUE,341,1000,TRUE,NA,NA,1735686001,0,NA
342,"C/ ROC BORONAT, 134",ELECTRICBIKESTATION,41.4034967,2.1936584,5,"C/ ROC BORONAT, 134",10-SantMartí/66-el Parc i la Llacuna del Poblenou,8018,31,TRUE,342,1000,TRUE,NA,NA,1735686001,0,NA
343,CAMPANA DE LA MAQUINISTA (SAO PAULO I P,ELECTRICBIKESTATION,41.4389609,2.1996179,14,CAMPANA DE LA MAQUINISTA (SAO PAULO I PL. DE,09-SantAndreu/59-el Bon Pastor,8030,27,TRUE,343,1000,TRUE,NA,NA,1735686001,0,NA
344,"C/ CIUTAT D'ASUNCIÓN, 73 / POTOSÍ",ELECTRICBIKESTATION,41.4431441,2.1996045,16,"C/ CIUTAT D'ASUNCIÓN, 73 / POTOSÍ",09-SantAndreu/58-Baró de Viver,8030,27,TRUE,344,1000,TRUE,NA,NA,1735686001,0,NA
345,PL. TERESA DE CLARAMUNT/C/ DELS FERROCA,ELECTRICBIKESTATION,41.3631066,2.1398322,10,PL. TERESA DE CLARAMUNT/C/ DELS FERROCARILS,03-Sants-Montjuïc/13-la Marina de Port,8038,32,TRUE,345,1000,TRUE,NA,NA,1735686001,0,NA
346,"PG. ZONA FRANCA, 182",ELECTRICBIKESTATION,41.360798,2.138931,8,"PG. ZONA FRANCA, 182",03-Sants-Montjuïc/13-la Marina de Port,8038,35,TRUE,346,1000,TRUE,NA,NA,1735686001,0,NA
347,"C/ ALTS FORNS, 77",ELECTRICBIKESTATION,41.3595484,2.1417765,9,"C/ ALTS FORNS, 77",03-Sants-Montjuïc/13-la Marina de Port,8038,32,TRUE,347,1000,TRUE,NA,NA,1735686001,0,NA
348,JARDINS DE CAN FERRERO/PG.DE LA ZONA FR,ELECTRICBIKESTATION,41.357067,2.141563,7,JARDINS DE CAN FERRERO/PG.DE LA ZONA FRANCA,03-Sants-Montjuïc/13-la Marina de Port,8038,33,TRUE,348,1000,TRUE,NA,NA,1735686001,0,NA
349,"C/ DE L'ENERGIA, 2 / ALTS FORNS",ELECTRICBIKESTATION,41.3573288,2.1371996,7,"C/ DE L'ENERGIA, 2 / ALTS FORNS",03-Sants-Montjuïc/13-la Marina de Port,8038,32,TRUE,349,1000,TRUE,NA,NA,1735686001,0,NA
350,"C/ VILLARROEL, 208",ELECTRICBIKESTATION,41.392052,2.1480223,43,"C/ VILLARROEL, 208",02-Eixample/08-l'Antiga Esquerra de l'Eixample,8036,31,TRUE,350,1000,TRUE,NA,NA,1735686001,0,NA
351,"C/ JANE ADDAMS, 26/ CRTA. DEL PRAT",ELECTRICBIKESTATION,41.3621232,2.1356187,9,"C/ JANE ADDAMS, 26/ CRTA. DEL PRAT",03-Sants-Montjuïc/13-la Marina de Port,8038,33,TRUE,351,1000,TRUE,NA,NA,1735686001,0,NA
352,"C/RADI,10/GRAN VIA DE LES CORTS CATALA",ELECTRICBIKESTATION,41.363279,2.1341586,9,"C/RADI,10/GRAN VIA DE LES CORTS CATALANES",03-Sants-Montjuïc/13-la Marina de Port,8038,28,TRUE,352,1000,TRUE,NA,NA,1735686001,0,NA
353,C/ MUNNÉ  2-6,ELECTRICBIKESTATION,41.37541,2.1232547,34,C/ MUNNÉ  2-6,03-Sants-Montjuïc/17-Sants - Badal,8028,31,TRUE,353,1000,TRUE,NA,NA,1735686001,0,NA
354,"RAMBLA DEL BRASIL, 5",ELECTRICBIKESTATION,41.3759419,2.1299539,28,"RAMBLA DEL BRASIL, 5",03-Sants-Montjuïc/17-Sants - Badal,8028,26,TRUE,354,1000,TRUE,NA,NA,1735686001,0,NA
355,"C/ RIERA BLANCA, 123",ELECTRICBIKESTATION,41.371459,2.127854,22,"C/ RIERA BLANCA, 123",03-Sants-Montjuïc/17-Sants - Badal,8028,27,TRUE,355,1000,TRUE,NA,NA,1735686001,0,NA
356,"C/ CAMÈLIES, 73",ELECTRICBIKESTATION,41.4134503,2.1631012,106,"C/ CAMÈLIES, 73",07-Horta-Guinardó/33-el Baix Guinardó,8024,35,TRUE,356,1000,TRUE,NA,NA,1735686001,0,NA
357,"C/ CARDENER, 59",ELECTRICBIKESTATION,41.4105956,2.1579897,87,"C/ CARDENER, 59",06-Gràcia/31-la Vila de Gràcia,8024,27,TRUE,357,1000,TRUE,NA,NA,1735686001,0,NA
358,"C/ GOMBAU, 24",ELECTRICBIKESTATION,41.3872437,2.1793035,5,"C/ GOMBAU, 24","01-CiutatVella/04-Sant Pere, Santa Caterina i la Ribera",8003,26,TRUE,358,1000,TRUE,NA,NA,1735686001,0,NA
359,"C/ MÉNDEZ NÚÑEZ, 16",ELECTRICBIKESTATION,41.3900544,2.1775594,12,"C/ MÉNDEZ NÚÑEZ, 16","01-CiutatVella/04-Sant Pere, Santa Caterina i la Ribera",8003,26,TRUE,359,1000,TRUE,NA,NA,1735686001,0,NA
360,"C/ BAILÉN, 62",ELECTRICBIKESTATION,41.3952527,2.1730023,22,"C/ BAILÉN, 62",02-Eixample/07-la Dreta de l'Eixample,8009,30,TRUE,360,1000,TRUE,NA,NA,1735686001,0,NA
361,PG. DE COLOM (LES RAMBLES),ELECTRICBIKESTATION,41.37652,2.17881,5,PG. DE COLOM (LES RAMBLES),01-CiutatVella/02-el Barri Gòtic,8039,32,TRUE,361,1000,TRUE,NA,NA,1735686001,0,NA
362,"C/ BAILÉN, 100",ELECTRICBIKESTATION,41.396994,2.1706323,27,"C/ BAILÉN, 100",02-Eixample/07-la Dreta de l'Eixample,8009,32,TRUE,362,1000,TRUE,NA,NA,1735686001,0,NA
363,"C/ BRUC, 20",ELECTRICBIKESTATION,41.3908381,2.1743743,16,"C/ BRUC, 20",02-Eixample/07-la Dreta de l'Eixample,8010,24,TRUE,363,1000,TRUE,NA,NA,1735686001,0,NA
